,cc,level,category,test,data
366,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '192.134.0.49'}
367,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:660:3006:1::1:1'}
368,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:500:14:6103:ad::1'}
369,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '204.61.216.103'}
370,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '193.0.9.71'}
371,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:67c:e0::71'}
372,DZ,ERROR,DNSSEC,DS01_DS_ALGO_DEPRECATED,"{'domain': 'dz', 'ds_algo_mnemo': 'SHA-1', 'ds_algo_num': 1, 'keytag': '17380', 'ns_ip_list': '192.112.36.4;192.203.230.10;192.33.4.12;192.36.148.17;192.5.5.241;192.58.128.30;193.0.14.129;198.41.0.4;198.97.190.53;199.7.83.42;199.7.91.13;199.9.14.201;202.12.27.33'}"
373,DZ,ERROR,Nameserver,BREAKS_ON_EDNS,"{'domain': 'dz', 'ns': 'ns-dz.afrinic.net/196.216.168.36'}"
374,DZ,ERROR,Nameserver,BREAKS_ON_EDNS,"{'domain': 'dz', 'ns': 'ns1.nic.dz/193.194.64.242'}"
375,DZ,ERROR,Nameserver,BREAKS_ON_EDNS,"{'domain': 'dz', 'ns': 'ns2.nic.dz/213.179.160.66'}"
376,DZ,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'ns4.nic.dz/204.61.216.103', 'query_name': 'version.bind', 'string': 'host'}"
377,DZ,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'ns5.nic.dz/193.0.9.71', 'query_name': 'version.bind', 'string': 'Knot DNS'}"
378,DZ,NOTICE,Nameserver,N15_ERROR_ON_VERSION_QUERY,"{'ns_list': 'ns-dz.afrinic.net/196.216.168.36;ns1.nic.dz/193.194.64.242;ns2.nic.dz/213.179.160.66', 'query_name': 'version.bind'}"
379,DZ,NOTICE,Nameserver,N15_ERROR_ON_VERSION_QUERY,"{'ns_list': 'ns-dz.afrinic.net/196.216.168.36;ns1.nic.dz/193.194.64.242;ns2.nic.dz/213.179.160.66', 'query_name': 'version.server'}"
380,DZ,WARNING,Zone,Z01_MNAME_NO_RESPONSE,{'ns': 'ns1.nic.dz/2001:4340:1030:2::2'}
381,DZ,WARNING,Zone,Z09_NO_RESPONSE_MX_QUERY,{'ns_ip_list': '193.194.64.242;196.216.168.36;213.179.160.66'}
382,DZ,NOTICE,Zone,Z11_NO_SPF_FOUND,{}
383,EG,WARNING,Address,NAMESERVER_IP_WITHOUT_REVERSE,"{'ns_ip': '2001:628:453:bb::8', 'nsname': 'dns-eg.univie.ac.at'}"
384,EG,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'dns-eg.univie.ac.at/2001:628:453:bb::8'}
385,EG,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'rip.psg.com/2001:418:1::39'}
386,EG,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'dns-eg.univie.ac.at/2001:628:453:bb::8'}
387,EG,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'rip.psg.com/2001:418:1::39'}
388,EG,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '78.104.145.8'}
389,EG,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '193.227.1.1'}
390,EG,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '147.28.0.39'}
391,EG,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:628:453:bb::8'}
392,EG,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:418:1::39'}
393,EG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:628:453:bb::8'}
394,EG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '78.104.145.8'}
395,EG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '193.227.1.1'}
396,EG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '147.28.0.39'}
397,EG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:418:1::39'}
398,EG,NOTICE,DNSSEC,NEITHER_DNSKEY_NOR_DS,"{'child': '78.104.145.8', 'parent': '198.41.0.4'}"
399,EG,NOTICE,DNSSEC,NOT_SIGNED,{'zone': 'eg'}
400,EG,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'frcu.eun.eg/193.227.1.1', 'query_name': 'version.bind', 'string': '9.10.3-P4-Debian'}"
401,EG,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'rip.psg.com/147.28.0.39', 'query_name': 'version.bind', 'string': 'Knot DNS 3.2.6'}"
402,EG,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'rip.psg.com/147.28.0.39', 'query_name': 'version.server', 'string': 'Knot DNS 3.2.6'}"
403,EG,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'dns-eg.univie.ac.at/78.104.145.8', 'query_name': 'version.bind', 'string': '10.11.10'}"
404,EG,NOTICE,Zone,Z11_NO_SPF_FOUND,{}
405,ER,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'er.cctld.authdns.ripe.net/2001:67c:e0::72'}
406,ER,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'er.cctld.authdns.ripe.net/2001:67c:e0::72'}
407,ER,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '196.200.96.1'}
408,ER,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '196.200.96.2'}
409,ER,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '193.0.9.72'}
410,ER,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:67c:e0::72'}
411,ER,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '193.0.9.72'}
412,ER,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:67c:e0::72'}
413,ER,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '196.200.96.1'}
414,ER,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '196.200.96.2'}
415,ER,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_CHILD,"{'count': 1, 'minimum': 2, 'ns_list': 'er.cctld.authdns.ripe.net/2001:67c:e0::72'}"
416,ER,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_DEL,"{'count': 1, 'minimum': 2, 'ns_list': 'er.cctld.authdns.ripe.net/2001:67c:e0::72'}"
417,ER,NOTICE,Nameserver,AXFR_AVAILABLE,{'ns': 'sawanew.noc.net.er/196.200.96.1'}
418,ER,NOTICE,Nameserver,AXFR_AVAILABLE,{'ns': 'zaranew.noc.net.er/196.200.96.2'}
419,ER,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'sawanew.noc.net.er/196.200.96.1', 'query_name': 'version.bind', 'string': '9.18.21-1+ubuntu22.04.1+deb.sury.org+1-Ubuntu'}"
420,ER,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'zaranew.noc.net.er/196.200.96.2', 'query_name': 'version.bind', 'string': '9.18.18-1+ubuntu22.04.1+isc+1-Ubuntu'}"
421,ER,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'er.cctld.authdns.ripe.net/193.0.9.72', 'query_name': 'version.bind', 'string': 'Knot DNS'}"
422,ER,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'er.cctld.authdns.ripe.net/193.0.9.72', 'query_name': 'version.server', 'string': 'Knot DNS'}"
423,ER,NOTICE,Syntax,RNAME_MAIL_DOMAIN_INVALID,{'domain': 'noc.net.er.'}
424,ER,NOTICE,Zone,REFRESH_MINIMUM_VALUE_LOWER,"{'refresh': 10800, 'required_refresh': 14400}"
425,ER,NOTICE,Zone,Z11_NO_SPF_FOUND,{}
426,ET,CRITICAL,Basic,B02_NO_WORKING_NS,{'domain': 'et'}
427,ET,WARNING,Basic,B02_NS_NO_RESPONSE,{'ns': 'b.nic.et/197.156.74.193'}
428,ET,WARNING,Basic,B02_NS_NO_RESPONSE,{'ns': 'a.nic.et/197.156.74.192'}
429,ET,CRITICAL,System,CANNOT_CONTINUE,{'domain': 'et'}
430,GA,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'd.nic.fr/2001:678:c::1'}
431,GA,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'f.ext.nic.fr/2001:67c:1010:11::53'}
432,GA,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'g.ext.nic.fr/2001:678:4c::1'}
433,GA,WARNING,Connectivity,CN02_NO_RESPONSE_NS_QUERY_TCP,{'ns': 'd.nic.fr/194.0.9.1'}
434,GA,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'd.nic.fr/2001:678:c::1'}
435,GA,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'f.ext.nic.fr/2001:67c:1010:11::53'}
436,GA,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'g.ext.nic.fr/2001:678:4c::1'}
437,GA,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '194.0.36.1'}
438,GA,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '194.0.9.1'}
439,GA,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '194.146.106.46'}
440,GA,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:67c:1010:11::53'}
441,GA,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:678:4c::1'}
442,GA,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:678:c::1'}
443,GA,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '194.0.9.1'}
444,GA,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:678:c::1'}
445,GA,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '194.146.106.46'}
446,GA,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:67c:1010:11::53'}
447,GA,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '194.0.36.1'}
448,GA,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:678:4c::1'}
449,GA,NOTICE,DNSSEC,NEITHER_DNSKEY_NOR_DS,"{'child': '194.0.9.1', 'parent': '198.41.0.4'}"
450,GA,NOTICE,DNSSEC,NOT_SIGNED,{'zone': 'ga'}
451,GA,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'f.ext.nic.fr/194.146.106.46', 'query_name': 'version.bind', 'string': 'contact info@netnod.se'}"
452,GA,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'd.nic.fr/194.0.9.1', 'query_name': 'version.bind', 'string': '9.18.27'}"
453,GA,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'g.ext.nic.fr/194.0.36.1', 'query_name': 'version.bind', 'string': 'host-02'}"
454,GA,WARNING,Zone,Z01_MNAME_NO_RESPONSE,{'ns': 'a.nic.fr/2001:678:c::1'}
455,GA,NOTICE,Zone,REFRESH_MINIMUM_VALUE_LOWER,"{'refresh': 3600, 'required_refresh': 14400}"
456,GA,NOTICE,Zone,RETRY_MINIMUM_VALUE_LOWER,"{'required_retry': 3600, 'retry': 1800}"
457,GA,NOTICE,Zone,Z11_NO_SPF_FOUND,{}
458,GH,WARNING,Address,NO_RESPONSE_PTR_QUERY,{'domain': '251.95.253.197.in-addr.arpa.'}
459,GH,WARNING,Address,NO_RESPONSE_PTR_QUERY,{'domain': '251.127.253.197.in-addr.arpa.'}
460,GH,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'ns.dns.br/2001:12ff:0:a20::5'}
461,GH,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'ns1.nic.gh/197.253.95.251'}
462,GH,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'ns2.nic.gh/197.253.127.251'}
463,GH,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'ns.dns.br/2001:12ff:0:a20::5'}
464,GH,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'ns2.nic.gh/197.253.127.251'}
465,GH,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '197.253.127.251'}
466,GH,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '197.253.95.251'}
467,GH,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '200.160.0.5'}
468,GH,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:12ff:0:a20::5'}
469,GH,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '200.160.0.5'}
470,GH,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:12ff:0:a20::5'}
471,GH,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '197.253.95.251'}
472,GH,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '197.253.127.251'}
473,GH,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_CHILD,"{'count': 1, 'minimum': 2, 'ns_list': 'ns.dns.br/2001:12ff:0:a20::5'}"
474,GH,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_DEL,"{'count': 1, 'minimum': 2, 'ns_list': 'ns.dns.br/2001:12ff:0:a20::5'}"
475,GH,NOTICE,DNSSEC,NEITHER_DNSKEY_NOR_DS,"{'child': '200.160.0.5', 'parent': '198.41.0.4'}"
476,GH,NOTICE,DNSSEC,NOT_SIGNED,{'zone': 'gh'}
477,GH,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'ns.dns.br/200.160.0.5', 'query_name': 'version.bind', 'string': '9.18.24'}"
478,GH,WARNING,Zone,Z01_MNAME_NO_RESPONSE,{'ns': 'ns1.nic.gh/197.253.95.251'}
479,GH,NOTICE,Zone,REFRESH_MINIMUM_VALUE_LOWER,"{'refresh': 3600, 'required_refresh': 14400}"
480,GH,NOTICE,Zone,Z11_NO_SPF_FOUND,{}
481,GM,WARNING,Address,NAMESERVER_IP_WITHOUT_REVERSE,"{'ns_ip': '194.63.250.217', 'nsname': 'ns1.nic.gm'}"
482,GM,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'ns-gm.afrinic.net/2001:43f8:120::29'}
483,GM,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'ns1.nic.gm/194.63.250.217'}
484,GM,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'ns-gm.afrinic.net/2001:43f8:120::29'}
485,GM,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '196.216.168.29'}
486,GM,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '194.63.250.217'}
487,GM,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:43f8:120::29'}
488,GM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '196.216.168.29'}
489,GM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:43f8:120::29'}
490,GM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '194.63.250.217'}
491,GM,ERROR,Consistency,IN_BAILIWICK_ADDR_MISMATCH,"{'parent_addresses': 'ns1.nic.gm./194.63.250.217;ns2.nic.gm./209.250.227.199;ns2.nic.gm./2a05:f480:1000:235:5400:4ff:fee5:2f89', 'zone_addresses': 'ns1.nic.gm./194.63.250.217'}"
492,GM,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_CHILD,"{'count': 1, 'minimum': 2, 'ns_list': 'ns-gm.afrinic.net/2001:43f8:120::29'}"
493,GM,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_DEL,"{'count': 1, 'minimum': 2, 'ns_list': 'ns-gm.afrinic.net/2001:43f8:120::29'}"
494,GM,NOTICE,DNSSEC,NEITHER_DNSKEY_NOR_DS,"{'child': '196.216.168.29', 'parent': '198.41.0.4'}"
495,GM,NOTICE,DNSSEC,NOT_SIGNED,{'zone': 'gm'}
496,GM,ERROR,Nameserver,CAN_NOT_BE_RESOLVED,{'nsname_list': 'ns2.nic.gm'}
497,GM,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'ns-gm.afrinic.net/196.216.168.29', 'query_name': 'version.bind', 'string': 'NSD 4'}"
498,GM,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'ns-gm.afrinic.net/196.216.168.29', 'query_name': 'version.server', 'string': 'NSD 4'}"
499,GM,NOTICE,Syntax,RNAME_MAIL_DOMAIN_INVALID,{'domain': 'nic.gm'}
500,GM,WARNING,Zone,Z01_MNAME_NO_RESPONSE,{'ns': 'ns1.nic.gm/194.63.250.217'}
501,GM,NOTICE,Zone,REFRESH_MINIMUM_VALUE_LOWER,"{'refresh': 3600, 'required_refresh': 14400}"
502,GM,NOTICE,Zone,RETRY_MINIMUM_VALUE_LOWER,"{'required_retry': 3600, 'retry': 900}"
503,GM,NOTICE,Zone,Z11_NO_SPF_FOUND,{}
504,GN,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'fork.sth.dnsnode.net/2a01:3f0:0:306::53'}
505,GN,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'ns-gn.afrinic.net/2001:43f8:120::49'}
506,GN,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'ns-pch.gn/2001:500:14:6147:ad::1'}
507,GN,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'fork.sth.dnsnode.net/2a01:3f0:0:306::53'}
508,GN,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'ns-gn.afrinic.net/2001:43f8:120::49'}
509,GN,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'ns-pch.gn/2001:500:14:6147:ad::1'}
510,GN,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '204.61.216.147'}
511,GN,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '77.72.229.254'}
512,GN,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '41.77.190.237'}
513,GN,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '196.216.168.49'}
514,GN,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:500:14:6147:ad::1'}
515,GN,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2a01:3f0:0:306::53'}
516,GN,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:43f8:120::49'}
517,GN,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2a01:3f0:0:306::53'}
518,GN,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '77.72.229.254'}
519,GN,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '196.216.168.49'}
520,GN,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:43f8:120::49'}
521,GN,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:500:14:6147:ad::1'}
522,GN,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '204.61.216.147'}
523,GN,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '41.77.190.237'}
524,GN,WARNING,Nameserver,N10_NO_RESPONSE_EDNS1_QUERY,{'ns_ip_list': '41.77.190.237'}
525,GN,WARNING,Nameserver,N11_NO_RESPONSE,{'ns_ip_list': '41.77.190.237'}
526,GN,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'ns-pch.gn/204.61.216.147', 'query_name': 'version.bind', 'string': 'host'}"
527,GN,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'fork.sth.dnsnode.net/77.72.229.254', 'query_name': 'version.bind', 'string': 'contact info@netnod.se'}"
528,GN,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'ns-gn.afrinic.net/196.216.168.49', 'query_name': 'version.bind', 'string': 'NSD 4'}"
529,GN,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'ns-gn.afrinic.net/196.216.168.49', 'query_name': 'version.server', 'string': 'NSD 4'}"
530,GN,NOTICE,Nameserver,N15_ERROR_ON_VERSION_QUERY,"{'ns_list': 'ns1.gn/41.77.190.237', 'query_name': 'version.bind'}"
531,GN,NOTICE,Nameserver,N15_ERROR_ON_VERSION_QUERY,"{'ns_list': 'ns1.gn/41.77.190.237', 'query_name': 'version.server'}"
532,GN,NOTICE,Syntax,RNAME_MAIL_DOMAIN_INVALID,{'domain': 'ande-gov-gn.mail.protection.outlook.com.'}
533,GN,WARNING,Zone,Z09_NO_RESPONSE_MX_QUERY,{'ns_ip_list': '41.77.190.237'}
534,GN,NOTICE,Zone,Z11_NO_SPF_FOUND,{}
535,GQ,WARNING,Address,NAMESERVER_IP_WITHOUT_REVERSE,"{'ns_ip': '185.21.168.65', 'nsname': 'a.ns.gq'}"
536,GQ,WARNING,Address,NAMESERVER_IP_WITHOUT_REVERSE,"{'ns_ip': '2a04:1b00:10::1', 'nsname': 'a.ns.gq'}"
537,GQ,WARNING,Address,NAMESERVER_IP_WITHOUT_REVERSE,"{'ns_ip': '185.21.169.65', 'nsname': 'b.ns.gq'}"
538,GQ,WARNING,Address,NAMESERVER_IP_WITHOUT_REVERSE,"{'ns_ip': '2a04:1b00:11::1', 'nsname': 'b.ns.gq'}"
539,GQ,WARNING,Address,NAMESERVER_IP_WITHOUT_REVERSE,"{'ns_ip': '185.21.170.65', 'nsname': 'c.ns.gq'}"
540,GQ,WARNING,Address,NAMESERVER_IP_WITHOUT_REVERSE,"{'ns_ip': '2a04:1b00:12::1', 'nsname': 'c.ns.gq'}"
541,GQ,WARNING,Address,NAMESERVER_IP_WITHOUT_REVERSE,"{'ns_ip': '185.21.171.65', 'nsname': 'd.ns.gq'}"
542,GQ,WARNING,Address,NAMESERVER_IP_WITHOUT_REVERSE,"{'ns_ip': '2a04:1b00:13::1', 'nsname': 'd.ns.gq'}"
543,GQ,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'a.ns.gq/2a04:1b00:10::1'}
544,GQ,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'b.ns.gq/2a04:1b00:11::1'}
545,GQ,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'c.ns.gq/2a04:1b00:12::1'}
546,GQ,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'd.ns.gq/2a04:1b00:13::1'}
547,GQ,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'a.ns.gq/2a04:1b00:10::1'}
548,GQ,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'b.ns.gq/2a04:1b00:11::1'}
549,GQ,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'c.ns.gq/2a04:1b00:12::1'}
550,GQ,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'd.ns.gq/2a04:1b00:13::1'}
551,GQ,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '185.21.169.65'}
552,GQ,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '185.21.168.65'}
553,GQ,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '185.21.171.65'}
554,GQ,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '185.21.170.65'}
555,GQ,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2a04:1b00:13::1'}
556,GQ,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2a04:1b00:12::1'}
557,GQ,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2a04:1b00:10::1'}
558,GQ,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2a04:1b00:11::1'}
559,GQ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '185.21.168.65'}
560,GQ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2a04:1b00:10::1'}
561,GQ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '185.21.169.65'}
562,GQ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2a04:1b00:11::1'}
563,GQ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '185.21.170.65'}
564,GQ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2a04:1b00:12::1'}
565,GQ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '185.21.171.65'}
566,GQ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2a04:1b00:13::1'}
567,GQ,NOTICE,DNSSEC,NEITHER_DNSKEY_NOR_DS,"{'child': '185.21.168.65', 'parent': '198.41.0.4'}"
568,GQ,NOTICE,DNSSEC,NOT_SIGNED,{'zone': 'gq'}
569,GQ,NOTICE,Syntax,RNAME_MAIL_DOMAIN_INVALID,{'domain': 'kau.taloha.net.'}
570,GQ,WARNING,Zone,Z01_MNAME_NO_RESPONSE,{'ns': 'a.ns.gq/2a04:1b00:10::1'}
571,GQ,NOTICE,Zone,REFRESH_MINIMUM_VALUE_LOWER,"{'refresh': 10800, 'required_refresh': 14400}"
572,GQ,NOTICE,Zone,SOA_DEFAULT_TTL_MAXIMUM_VALUE_LOWER,"{'lowest_minimum': 300, 'minimum': 5}"
573,GQ,NOTICE,Zone,Z11_NO_SPF_FOUND,{}
574,GW,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'gw01.dns.pt/2a04:6d80::19'}
575,GW,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'gw03.dns.pt/2001:500:14:6114:ad::1'}
576,GW,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'h.dns.pt/2001:67c:1010:35::53'}
577,GW,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'gw01.dns.pt/2a04:6d80::19'}
578,GW,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'gw03.dns.pt/2001:500:14:6114:ad::1'}
579,GW,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'h.dns.pt/2001:67c:1010:35::53'}
580,GW,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '194.146.106.138'}
581,GW,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '204.61.216.114'}
